figure_id,display_title,figure_family_code,figure_family_label,case_id,phase_or_track,date_token,model_names,run_type,scenario_id,view_type,variant,relative_path,file_path,pixel_width,pixel_height,short_plain_language_interpretation,recommended_for_main_defense,recommended_for_paper,source_paths,notes,status_key,status_label,status_role,status_reportability,status_official_status,status_frozen_status,status_provenance,status_panel_text,status_dashboard_summary,surface_key,surface_label,surface_description,surface_home_visible,surface_panel_visible,surface_archive_visible,surface_advanced_visible,surface_recommended_visible,thesis_surface,archive_only,legacy_support,comparator_support,display_order,page_target,study_box_id,study_box_numbers,study_box_label,recommended_scope
case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__opendrift_vs_pygnome__comparison_board__2010_05_23__board__slide__observed_deterministic_mask_p50_pygnome_board,"DWH observed, deterministic, mask_p50, and PyGNOME | 72 h | 2010-05-23",I,DWH OpenDrift vs PyGNOME publication package,CASE_DWH_RETRO_2010_72H,phase3c_dwh_pygnome_comparator,2010-05-23,opendrift_vs_pygnome,comparison_board,,board,slide,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__opendrift_vs_pygnome__comparison_board__2010_05_23__board__slide__observed_deterministic_mask_p50_pygnome_board.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__opendrift_vs_pygnome__comparison_board__2010_05_23__board__slide__observed_deterministic_mask_p50_pygnome_board.png,3520,1980,"This board keeps the observed DWH mask as truth while showing the deterministic baseline, the preferred mask_p50 extension, and the PyGNOME comparator on the same frozen case definition.",False,False,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/obs_mask_2010-05-23.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/products/control_footprint_mask_2010-05-23_datecomposite.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/products/mask_p50_2010-05-23_datecomposite.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/products/pygnome_footprint_mask_2010-05-23_datecomposite.tif,Board assembled from publication-grade single figures only.,dwh_crossmodel_comparator,DWH PyGNOME comparator-only,comparator_only,reportable_comparator_frozen,comparator_only_not_truth,frozen,DWH observed masks remain truth; PyGNOME is a frozen comparator-only track and never truth.,Cross-model comparison only; PyGNOME is not truth and does not replace the OpenDrift DWH story.,Frozen DWH cross-model comparator; PyGNOME not truth.,comparator_support,Support / comparator surface,"Support, comparator, or context material kept separate from the primary thesis claim.",True,True,False,True,True,True,False,False,True,330,dwh_transfer_validation,,,,page_support
case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_pygnome_overlay__2010_05_21_to_2010_05_23__zoom__paper__pygnome_footprint_overlay,DWH PyGNOME footprint overlay | event corridor | 2010-05-21_to_2010-05-23,I,DWH OpenDrift vs PyGNOME publication package,CASE_DWH_RETRO_2010_72H,phase3c_dwh_pygnome_comparator,2010-05-21_to_2010-05-23,pygnome,single_pygnome_overlay,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_pygnome_overlay__2010_05_21_to_2010_05_23__zoom__paper__pygnome_footprint_overlay.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_pygnome_overlay__2010_05_21_to_2010_05_23__zoom__paper__pygnome_footprint_overlay.png,2860,1760,This figure keeps the PyGNOME event-corridor union visible as a comparator-only overlay against the observed DWH event corridor.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/products/obs_mask_2010-05-21_2010-05-23_eventcorridor.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/products/pygnome_eventcorridor_union_2010-05-21_to_2010-05-23.tif,Built from stored DWH observation and PyGNOME comparator rasters only.,dwh_crossmodel_comparator,DWH PyGNOME comparator-only,comparator_only,reportable_comparator_frozen,comparator_only_not_truth,frozen,DWH observed masks remain truth; PyGNOME is a frozen comparator-only track and never truth.,Cross-model comparison only; PyGNOME is not truth and does not replace the OpenDrift DWH story.,Frozen DWH cross-model comparator; PyGNOME not truth.,comparator_support,Support / comparator surface,"Support, comparator, or context material kept separate from the primary thesis claim.",True,True,False,True,True,True,False,False,True,330,dwh_transfer_validation,,,,page_support
case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_pygnome_overlay__2010_05_21__zoom__paper__pygnome_footprint_overlay,DWH PyGNOME footprint overlay | 24 h | 2010-05-21,I,DWH OpenDrift vs PyGNOME publication package,CASE_DWH_RETRO_2010_72H,phase3c_dwh_pygnome_comparator,2010-05-21,pygnome,single_pygnome_overlay,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_pygnome_overlay__2010_05_21__zoom__paper__pygnome_footprint_overlay.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_pygnome_overlay__2010_05_21__zoom__paper__pygnome_footprint_overlay.png,2860,1760,This figure keeps the PyGNOME footprint visible as a comparator-only overlay against the observed DWH mask.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/obs_mask_2010-05-21.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/products/pygnome_footprint_mask_2010-05-21_datecomposite.tif,Built from stored DWH observation and PyGNOME comparator rasters only.,dwh_crossmodel_comparator,DWH PyGNOME comparator-only,comparator_only,reportable_comparator_frozen,comparator_only_not_truth,frozen,DWH observed masks remain truth; PyGNOME is a frozen comparator-only track and never truth.,Cross-model comparison only; PyGNOME is not truth and does not replace the OpenDrift DWH story.,Frozen DWH cross-model comparator; PyGNOME not truth.,comparator_support,Support / comparator surface,"Support, comparator, or context material kept separate from the primary thesis claim.",True,True,False,True,True,True,False,False,True,331,dwh_transfer_validation,,,,page_support
case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_pygnome_overlay__2010_05_22__zoom__paper__pygnome_footprint_overlay,DWH PyGNOME footprint overlay | 48 h | 2010-05-22,I,DWH OpenDrift vs PyGNOME publication package,CASE_DWH_RETRO_2010_72H,phase3c_dwh_pygnome_comparator,2010-05-22,pygnome,single_pygnome_overlay,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_pygnome_overlay__2010_05_22__zoom__paper__pygnome_footprint_overlay.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_pygnome_overlay__2010_05_22__zoom__paper__pygnome_footprint_overlay.png,2860,1760,This figure keeps the PyGNOME footprint visible as a comparator-only overlay against the observed DWH mask.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/obs_mask_2010-05-22.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/products/pygnome_footprint_mask_2010-05-22_datecomposite.tif,Built from stored DWH observation and PyGNOME comparator rasters only.,dwh_crossmodel_comparator,DWH PyGNOME comparator-only,comparator_only,reportable_comparator_frozen,comparator_only_not_truth,frozen,DWH observed masks remain truth; PyGNOME is a frozen comparator-only track and never truth.,Cross-model comparison only; PyGNOME is not truth and does not replace the OpenDrift DWH story.,Frozen DWH cross-model comparator; PyGNOME not truth.,comparator_support,Support / comparator surface,"Support, comparator, or context material kept separate from the primary thesis claim.",True,True,False,True,True,True,False,False,True,331,dwh_transfer_validation,,,,page_support
case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_pygnome_overlay__2010_05_23__zoom__paper__pygnome_footprint_overlay,DWH PyGNOME footprint overlay | 72 h | 2010-05-23,I,DWH OpenDrift vs PyGNOME publication package,CASE_DWH_RETRO_2010_72H,phase3c_dwh_pygnome_comparator,2010-05-23,pygnome,single_pygnome_overlay,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_pygnome_overlay__2010_05_23__zoom__paper__pygnome_footprint_overlay.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_pygnome_overlay__2010_05_23__zoom__paper__pygnome_footprint_overlay.png,2860,1760,This figure keeps the PyGNOME footprint visible as a comparator-only overlay against the observed DWH mask.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/obs_mask_2010-05-23.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/products/pygnome_footprint_mask_2010-05-23_datecomposite.tif,Built from stored DWH observation and PyGNOME comparator rasters only.,dwh_crossmodel_comparator,DWH PyGNOME comparator-only,comparator_only,reportable_comparator_frozen,comparator_only_not_truth,frozen,DWH observed masks remain truth; PyGNOME is a frozen comparator-only track and never truth.,Cross-model comparison only; PyGNOME is not truth and does not replace the OpenDrift DWH story.,Frozen DWH cross-model comparator; PyGNOME not truth.,comparator_support,Support / comparator surface,"Support, comparator, or context material kept separate from the primary thesis claim.",True,True,False,True,True,True,False,False,True,331,dwh_transfer_validation,,,,page_support
case_dwh_retro_2010_72h__phase3c_external_case_setup__observation__single_truth_context__2010_05_21__zoom__paper__observation_truth_context,DWH observation truth context | 24 h | 2010-05-21,F1,DWH observation truth-context publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_setup,2010-05-21,observation,single_truth_context,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_setup__observation__single_truth_context__2010_05_21__zoom__paper__observation_truth_context.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_setup__observation__single_truth_context__2010_05_21__zoom__paper__observation_truth_context.png,2860,1760,This figure shows the observation-derived DWH truth mask before any model panel is introduced.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/obs_mask_2010-05-21.tif,Built from the stored DWH observation-derived mask only.,dwh_observation_truth_context,DWH observation-derived truth context,observation_truth_context,reportable_now_frozen,truth_context_for_transfer_validation,frozen,DWH public masks remain truth and are used as date-composite daily or event-corridor context without claiming exact sub-daily acquisition times.,"Establishes the DWH observation-derived truth masks before any deterministic, ensemble, or PyGNOME comparison is shown.",Frozen observation-derived truth context for the DWH external transfer-validation lane.,thesis_main,Thesis-facing main surface,Eligible for thesis-facing home and main presentation surfaces.,True,True,False,True,True,False,False,False,False,340,dwh_transfer_validation,,,,appendix_support
case_dwh_retro_2010_72h__phase3c_external_case_setup__observation__single_truth_context__2010_05_22__zoom__paper__observation_truth_context,DWH observation truth context | 48 h | 2010-05-22,F1,DWH observation truth-context publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_setup,2010-05-22,observation,single_truth_context,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_setup__observation__single_truth_context__2010_05_22__zoom__paper__observation_truth_context.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_setup__observation__single_truth_context__2010_05_22__zoom__paper__observation_truth_context.png,2860,1760,This figure shows the observation-derived DWH truth mask before any model panel is introduced.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/obs_mask_2010-05-22.tif,Built from the stored DWH observation-derived mask only.,dwh_observation_truth_context,DWH observation-derived truth context,observation_truth_context,reportable_now_frozen,truth_context_for_transfer_validation,frozen,DWH public masks remain truth and are used as date-composite daily or event-corridor context without claiming exact sub-daily acquisition times.,"Establishes the DWH observation-derived truth masks before any deterministic, ensemble, or PyGNOME comparison is shown.",Frozen observation-derived truth context for the DWH external transfer-validation lane.,thesis_main,Thesis-facing main surface,Eligible for thesis-facing home and main presentation surfaces.,True,True,False,True,True,False,False,False,False,340,dwh_transfer_validation,,,,appendix_support
case_dwh_retro_2010_72h__phase3c_external_case_setup__observation__single_truth_context__2010_05_23__zoom__paper__observation_truth_context,DWH observation truth context | 72 h | 2010-05-23,F1,DWH observation truth-context publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_setup,2010-05-23,observation,single_truth_context,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_setup__observation__single_truth_context__2010_05_23__zoom__paper__observation_truth_context.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_setup__observation__single_truth_context__2010_05_23__zoom__paper__observation_truth_context.png,2860,1760,This figure shows the observation-derived DWH truth mask before any model panel is introduced.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/obs_mask_2010-05-23.tif,Built from the stored DWH observation-derived mask only.,dwh_observation_truth_context,DWH observation-derived truth context,observation_truth_context,reportable_now_frozen,truth_context_for_transfer_validation,frozen,DWH public masks remain truth and are used as date-composite daily or event-corridor context without claiming exact sub-daily acquisition times.,"Establishes the DWH observation-derived truth masks before any deterministic, ensemble, or PyGNOME comparison is shown.",Frozen observation-derived truth context for the DWH external transfer-validation lane.,thesis_main,Thesis-facing main surface,Eligible for thesis-facing home and main presentation surfaces.,True,True,False,True,True,False,False,False,False,340,dwh_transfer_validation,,,,appendix_support
case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p50_mask_p90__single_dual_threshold_overlay__2010_05_21__zoom__paper__mask_p50_mask_p90_dual_threshold_overlay,DWH mask_p50 and mask_p90 dual-threshold overlay | 24 h | 2010-05-21,H,DWH ensemble extension publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_ensemble_comparison,2010-05-21,opendrift_mask_p50_mask_p90,single_dual_threshold_overlay,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p50_mask_p90__single_dual_threshold_overlay__2010_05_21__zoom__paper__mask_p50_mask_p90_dual_threshold_overlay.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p50_mask_p90__single_dual_threshold_overlay__2010_05_21__zoom__paper__mask_p50_mask_p90_dual_threshold_overlay.png,2860,1760,This figure keeps the exact mask_p50 and mask_p90 thresholds on one map against the observed DWH mask; it does not invent a combined score.,False,False,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/obs_mask_2010-05-21.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/products/mask_p90_2010-05-21_datecomposite.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/products/mask_p50_2010-05-21_datecomposite.tif,"Built from stored DWH observation, mask_p50, and mask_p90 rasters only; both thresholds remain scored against the official public observation-derived DWH date-composite masks.",dwh_ensemble_transfer,DWH ensemble extension and deterministic-vs-ensemble comparison,transfer_validation_comparison,reportable_now_frozen,reportable_ensemble_comparison,frozen,Same frozen DWH truth masks and forcing stack as the deterministic track; p50 is the preferred probabilistic extension and p90 remains support/comparison only.,"Explains deterministic, p50, and p90 differences without overstating ensemble benefit as universal; p50 is the preferred probabilistic extension and p90 is support/comparison only.","Frozen DWH ensemble extension on the same truth masks; p50 preferred, p90 support-only.",thesis_main,Thesis-facing main surface,Eligible for thesis-facing home and main presentation surfaces.,True,True,False,True,True,False,False,False,False,360,dwh_transfer_validation,,,,appendix_support
case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p50_mask_p90__single_dual_threshold_overlay__2010_05_22__zoom__paper__mask_p50_mask_p90_dual_threshold_overlay,DWH mask_p50 and mask_p90 dual-threshold overlay | 48 h | 2010-05-22,H,DWH ensemble extension publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_ensemble_comparison,2010-05-22,opendrift_mask_p50_mask_p90,single_dual_threshold_overlay,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p50_mask_p90__single_dual_threshold_overlay__2010_05_22__zoom__paper__mask_p50_mask_p90_dual_threshold_overlay.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p50_mask_p90__single_dual_threshold_overlay__2010_05_22__zoom__paper__mask_p50_mask_p90_dual_threshold_overlay.png,2860,1760,This figure keeps the exact mask_p50 and mask_p90 thresholds on one map against the observed DWH mask; it does not invent a combined score.,False,False,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/obs_mask_2010-05-22.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/products/mask_p90_2010-05-22_datecomposite.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/products/mask_p50_2010-05-22_datecomposite.tif,"Built from stored DWH observation, mask_p50, and mask_p90 rasters only; both thresholds remain scored against the official public observation-derived DWH date-composite masks.",dwh_ensemble_transfer,DWH ensemble extension and deterministic-vs-ensemble comparison,transfer_validation_comparison,reportable_now_frozen,reportable_ensemble_comparison,frozen,Same frozen DWH truth masks and forcing stack as the deterministic track; p50 is the preferred probabilistic extension and p90 remains support/comparison only.,"Explains deterministic, p50, and p90 differences without overstating ensemble benefit as universal; p50 is the preferred probabilistic extension and p90 is support/comparison only.","Frozen DWH ensemble extension on the same truth masks; p50 preferred, p90 support-only.",thesis_main,Thesis-facing main surface,Eligible for thesis-facing home and main presentation surfaces.,True,True,False,True,True,False,False,False,False,360,dwh_transfer_validation,,,,appendix_support
case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p50_mask_p90__single_dual_threshold_overlay__2010_05_23__zoom__paper__mask_p50_mask_p90_dual_threshold_overlay,DWH mask_p50 and mask_p90 dual-threshold overlay | 72 h | 2010-05-23,H,DWH ensemble extension publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_ensemble_comparison,2010-05-23,opendrift_mask_p50_mask_p90,single_dual_threshold_overlay,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p50_mask_p90__single_dual_threshold_overlay__2010_05_23__zoom__paper__mask_p50_mask_p90_dual_threshold_overlay.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p50_mask_p90__single_dual_threshold_overlay__2010_05_23__zoom__paper__mask_p50_mask_p90_dual_threshold_overlay.png,2860,1760,This figure keeps the exact mask_p50 and mask_p90 thresholds on one map against the observed DWH mask; it does not invent a combined score.,False,False,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/obs_mask_2010-05-23.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/products/mask_p90_2010-05-23_datecomposite.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/products/mask_p50_2010-05-23_datecomposite.tif,"Built from stored DWH observation, mask_p50, and mask_p90 rasters only; both thresholds remain scored against the official public observation-derived DWH date-composite masks.",dwh_ensemble_transfer,DWH ensemble extension and deterministic-vs-ensemble comparison,transfer_validation_comparison,reportable_now_frozen,reportable_ensemble_comparison,frozen,Same frozen DWH truth masks and forcing stack as the deterministic track; p50 is the preferred probabilistic extension and p90 remains support/comparison only.,"Explains deterministic, p50, and p90 differences without overstating ensemble benefit as universal; p50 is the preferred probabilistic extension and p90 is support/comparison only.","Frozen DWH ensemble extension on the same truth masks; p50 preferred, p90 support-only.",thesis_main,Thesis-facing main surface,Eligible for thesis-facing home and main presentation surfaces.,True,True,False,True,True,False,False,False,False,360,dwh_transfer_validation,,,,appendix_support
case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p90__single_mask_p90_overlay__2010_05_21__zoom__paper__mask_p90_overlay,DWH mask_p90 overlay | 24 h | 2010-05-21,H,DWH ensemble extension publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_ensemble_comparison,2010-05-21,opendrift_mask_p90,single_mask_p90_overlay,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p90__single_mask_p90_overlay__2010_05_21__zoom__paper__mask_p90_overlay.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p90__single_mask_p90_overlay__2010_05_21__zoom__paper__mask_p90_overlay.png,2860,1760,This figure shows the wider thresholded mask_p90 product against the observed DWH mask; mask_p90 remains support/comparison only.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/obs_mask_2010-05-21.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/products/mask_p90_2010-05-21_datecomposite.tif,Built from stored DWH observation and thresholded mask_p90 rasters only.,dwh_ensemble_transfer,DWH ensemble extension and deterministic-vs-ensemble comparison,transfer_validation_comparison,reportable_now_frozen,reportable_ensemble_comparison,frozen,Same frozen DWH truth masks and forcing stack as the deterministic track; p50 is the preferred probabilistic extension and p90 remains support/comparison only.,"Explains deterministic, p50, and p90 differences without overstating ensemble benefit as universal; p50 is the preferred probabilistic extension and p90 is support/comparison only.","Frozen DWH ensemble extension on the same truth masks; p50 preferred, p90 support-only.",thesis_main,Thesis-facing main surface,Eligible for thesis-facing home and main presentation surfaces.,True,True,False,True,True,False,False,False,False,360,dwh_transfer_validation,,,,appendix_support
case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p90__single_mask_p90_overlay__2010_05_22__zoom__paper__mask_p90_overlay,DWH mask_p90 overlay | 48 h | 2010-05-22,H,DWH ensemble extension publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_ensemble_comparison,2010-05-22,opendrift_mask_p90,single_mask_p90_overlay,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p90__single_mask_p90_overlay__2010_05_22__zoom__paper__mask_p90_overlay.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p90__single_mask_p90_overlay__2010_05_22__zoom__paper__mask_p90_overlay.png,2860,1760,This figure shows the wider thresholded mask_p90 product against the observed DWH mask; mask_p90 remains support/comparison only.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/obs_mask_2010-05-22.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/products/mask_p90_2010-05-22_datecomposite.tif,Built from stored DWH observation and thresholded mask_p90 rasters only.,dwh_ensemble_transfer,DWH ensemble extension and deterministic-vs-ensemble comparison,transfer_validation_comparison,reportable_now_frozen,reportable_ensemble_comparison,frozen,Same frozen DWH truth masks and forcing stack as the deterministic track; p50 is the preferred probabilistic extension and p90 remains support/comparison only.,"Explains deterministic, p50, and p90 differences without overstating ensemble benefit as universal; p50 is the preferred probabilistic extension and p90 is support/comparison only.","Frozen DWH ensemble extension on the same truth masks; p50 preferred, p90 support-only.",thesis_main,Thesis-facing main surface,Eligible for thesis-facing home and main presentation surfaces.,True,True,False,True,True,False,False,False,False,360,dwh_transfer_validation,,,,appendix_support
case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p90__single_mask_p90_overlay__2010_05_23__zoom__paper__mask_p90_overlay,DWH mask_p90 overlay | 72 h | 2010-05-23,H,DWH ensemble extension publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_ensemble_comparison,2010-05-23,opendrift_mask_p90,single_mask_p90_overlay,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p90__single_mask_p90_overlay__2010_05_23__zoom__paper__mask_p90_overlay.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift_mask_p90__single_mask_p90_overlay__2010_05_23__zoom__paper__mask_p90_overlay.png,2860,1760,This figure shows the wider thresholded mask_p90 product against the observed DWH mask; mask_p90 remains support/comparison only.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/obs_mask_2010-05-23.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/products/mask_p90_2010-05-23_datecomposite.tif,Built from stored DWH observation and thresholded mask_p90 rasters only.,dwh_ensemble_transfer,DWH ensemble extension and deterministic-vs-ensemble comparison,transfer_validation_comparison,reportable_now_frozen,reportable_ensemble_comparison,frozen,Same frozen DWH truth masks and forcing stack as the deterministic track; p50 is the preferred probabilistic extension and p90 remains support/comparison only.,"Explains deterministic, p50, and p90 differences without overstating ensemble benefit as universal; p50 is the preferred probabilistic extension and p90 is support/comparison only.","Frozen DWH ensemble extension on the same truth masks; p50 preferred, p90 support-only.",thesis_main,Thesis-facing main surface,Eligible for thesis-facing home and main presentation surfaces.,True,True,False,True,True,False,False,False,False,360,dwh_transfer_validation,,,,appendix_support
case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_trajectory__2010_05_20_to_2010_05_23__zoom__paper__pygnome_trajectory,DWH PyGNOME comparator trajectory,J,DWH trajectory publication package,CASE_DWH_RETRO_2010_72H,phase3c_dwh_pygnome_comparator,2010-05-20_to_2010-05-23,pygnome,single_trajectory,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_trajectory__2010_05_20_to_2010_05_23__zoom__paper__pygnome_trajectory.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_trajectory__2010_05_20_to_2010_05_23__zoom__paper__pygnome_trajectory.png,2860,1760,This figure gives the panel a like-for-like PyGNOME trajectory picture while keeping PyGNOME as comparator-only against the observed DWH truth masks.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/tracks/pygnome_dwh_phase3c.nc,Built from the stored DWH PyGNOME track NetCDF.,dwh_trajectory_context,DWH trajectory context,trajectory_context,appendix_support_context,trajectory_context_only,not_frozen,"Stored deterministic, ensemble, and comparator tracks shown as path context.",Path-intuition context before or after the score-based boards.,Trajectory appendix-support context.,advanced_only,Advanced-only surface,Visible only through advanced or lower-level inspection surfaces.,False,False,False,True,False,False,False,False,False,380,dwh_transfer_validation,,,,appendix_support
